Offset(P)            #Ptr   #Hnd Access Name
0x00009a07863bc2a0     16      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\eab83bdd6eee1b956e2c8aef88914cc1\System.Xml.ni.dll
0x00009a07863bc750      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863bcc00     15      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorrc.dll
0x00009a07863bcd90     16      0 RW-rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\fde114bdf9eae8f1_0
0x00009a07863bd0b0     16      0 RWD--- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\WebCache\V01.chk
0x00009a07863bd3d0  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_0
0x00009a07863bd560     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NapiNSP.dll
0x00009a07863bdba0  32766      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_3
0x00009a07863bdec0     16      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Data\84aed1edd797cb6d561bc7bf355d46b2\System.Data.ni.dll
0x00009a07863be1e0  32768      1 ------ \Device\NamedPipe\LOCAL\mojo.3652.8084.5880665085141332302
0x00009a07863be370     15      0 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCache\MSIMGSIZ.DAT
0x00009a07863beb40      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OpcServices.dll
0x00009a07863bee60  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_2
0x00009a07863c10c0     16      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Runteb92aa12#\e0d2ad6b0ad42896fbe30112cf691da6\System.Runtime.Serialization.ni.dll
0x00009a07863c1890  32514      1 ------ \Device\NamedPipe\LOCAL\mojo.3652.10620.16833266144198996437
0x00009a07863c1d40      6      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\WPF\PresentationNative_v0400.dll
0x00009a07863c2380      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d9.dll
0x00009a07863c2510  32510      1 ------ \Device\NamedPipe\LOCAL\mojo.3652.10620.16833266144198996437
0x00009a07863c26a0  32749      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Web Data
0x00009a07863c2830  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\NPSMDesktopProvider.dll.mui
0x00009a07863c2b50      7      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\WPF\wpfgfx_v0400.dll
0x00009a07863c2ce0  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_3
0x00009a07863c3190     13      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf49f6405#\1a9dbe36222431068d63284a515217f7\Microsoft.Management.Infrastructure.ni.dll
0x00009a07863c3320  32739      1 ------ \Device\Afd\Endpoint
0x00009a07863c3640  32760      2 RW-rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x00009a07863c37d0  32777      1 -W-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\000003.log
0x00009a07863c3af0      3      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Presentatioaec034ca#\e6195b996d8108c2a0a8159aea42b19b\PresentationFramework.Aero2.ni.dll
0x00009a07863c3c80  32736      1 ------ \Device\Afd\Endpoint
0x00009a07863c3e10  32768      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOCK
0x00009a07863c4130      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msvcp140_clr0400.dll
0x00009a07863c4450     10      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\79f99918023317d012fe2183f857bb1c\System.DirectoryServices.ni.dll
0x00009a07863c4770      8      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe\resources.pri
0x00009a07863c4900     12      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll
0x00009a07863c4a90     15      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\PresentationFramework-SystemCore\v4.0_4.0.0.0__b77a5c561934e089\PresentationFramework-SystemCore.dll
0x00009a07863c4c20  32641      1 ------ \Device\Afd\Endpoint
0x00009a07863c5580     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wshext.dll
0x00009a07863c58a0  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Admin.evtx
0x00009a07863c5bc0     15      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\PresentationFramework-SystemData\v4.0_4.0.0.0__b77a5c561934e089\PresentationFramework-SystemData.dll
0x00009a07863c5d50      5      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Runtbff93e24#\7cac9bebf31cbfe31ad5a3d5a14785da\System.Runtime.InteropServices.WindowsRuntime.ni.dll
0x00009a07863c6390     15      0 R--r-d \Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\PresentationFramework-SystemXml\v4.0_4.0.0.0__b77a5c561934e089\PresentationFramework-SystemXml.dll
0x00009a07863c6520     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TpmCoreProvisioning.dll
0x00009a07863c66b0  32765      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\icudtl.dat
0x00009a07863c6840      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.19041.1_en-us_cb612d02732b0fd9
0x00009a07863c6b60  32768      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG1
0x00009a07863c6cf0  32768      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG2
0x00009a07863c6e80     13      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsStore_12107.1001.15.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-1114333211-2247716564-2192578087-1001-MergedResources-2.pri
0x00009a07863c7330     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msisip.dll
0x00009a07863c90e0      5      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P6f792626#\eed480a49b61c30993f5872af5a0685e\Microsoft.PowerShell.Security.ni.dll
0x00009a07863cb1b0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mswsock.dll.mui
0x00009a07863cb340     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863cc150  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx
0x00009a07863cc600     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hcproviders.dll
0x00009a07863cc790  32783      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ActionCenter.dll.mui
0x00009a07863ccdd0  32766      1 RW-r-- \Device\HarddiskVolume2\Windows\SoftwareDistribution\ReportingEvents.log
0x00009a07863cdd70  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx
0x00009a07863ce090      7      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Windows.UI\3c2907bd55138a6642a86f4c4a3961ac\Windows.UI.ni.dll
0x00009a07863ce3b0  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx
0x00009a07863ce540  32784      1 -W-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Extension State\LOG
0x00009a07863ce860  32783      1 RW-rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\input\en-US\userdict_v1.0409.dat
0x00009a07863cf350     13      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\UIAutomationTypes\c389cb238a817a8023cb18a86caa94e1\UIAutomationTypes.ni.dll
0x00009a07863cf670  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx
0x00009a07863cf800      5      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P521220ea#\e6c8e29bf0b9a2e52ff15e1f09e390e5\Microsoft.PowerShell.Commands.Utility.ni.dll
0x00009a07863cf990  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx
0x00009a07863cfe40  32767      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx
0x00009a07863d0ac0  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx
0x00009a07863d0de0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\zipfldr.dll.mui
0x00009a07863d15b0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d1740  32765      1 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\Locales\en-US.pak
0x00009a07863d18d0  32765      1 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\resources.pak
0x00009a07863d2550     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d26e0      1      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x00009a07863d2a00  32765      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_0
0x00009a07863d2b90  32765      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\v8_context_snapshot.bin
0x00009a07863d2d20     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d2eb0  32735      1 ------ \Device\Afd\Endpoint
0x00009a07863d31d0  32765      1 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\msedge_200_percent.pak
0x00009a07863d39a0  32765      1 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\msedge_100_percent.pak
0x00009a07863d3b30  32747      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\Microsoft\CryptnetUrlCache\MetaData
0x00009a07863d3e50     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d52a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d5430  65553      3 R--rwd \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Assets\Programmer.targetsize-16_contrast-white.png
0x00009a07863d55c0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d5750     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\libcrypto.dll
0x00009a07863d6240     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d63d0     14      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\System.Confe64a9051#\6d585ae552d8121e2321b5ee100955ff\System.Configuration.Install.ni.dll
0x00009a07863d6880  65553      3 R--rwd \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Assets\Scientific.targetsize-16_contrast-white.png
0x00009a07863d6a10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnrpnsp.dll
0x00009a07863d6ba0  65553      3 R--rwd \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Assets\Graphing.targetsize-16_contrast-white.png
0x00009a07863d6d30  32734      1 ------ \Device\Afd\Endpoint
0x00009a07863d7370  32766      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_1
0x00009a07863d79b0  32766      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_3
0x00009a07863d8310      8      0 R--r-d \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647\comctl32.dll
0x00009a07863d84a0  65553      3 R--rwd \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Assets\Date.targetsize-16_contrast-white.png
0x00009a07863d87c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d8ae0  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_2
0x00009a07863d9120     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\UIAutomationCore.dll.mui
0x00009a07863d9760     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d9a80      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863d9da0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863da0c0  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_0
0x00009a07863da3e0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07863da890      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863daed0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863db1f0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863db510      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863db830      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863db9c0  32783      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\tquery.dll.mui
0x00009a07863dbce0  32760      1 R--r-d \Device\HarddiskVolume2\Windows\System32\WinMetadata\Windows.UI.winmd
0x00009a07863dbe70      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863dc7d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863dcaf0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07863dce10     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863dd2c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863de0d0  32766      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\seguisb.ttf
0x00009a07863de710      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863ded50      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07863e0c90  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\crypt32.dll.mui
0x00009a07863e2720     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786926240      1      0 RW-rwd \Device\HarddiskVolume2\$NonCachedIo
0x00009a0786a43690  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x00009a0786a43cd0  32767      1 ------ \Device\DeviceApi\CMApi
0x00009a0786a43e60  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a0786a44ae0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a0786a455d0  65534      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{F38BF404-1D43-42F2-9305-67DE0B28FC23}_regedit_exe
0x00009a0786a463e0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x00009a0786a46570      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\consent.exe
0x00009a0786a46700  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_PowerShell_ISE_exe
0x00009a0786a46890  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_MicrosoftOfficeHub_8wekyb3d8bbwe!Microsoft_MicrosoftOfficeHub
0x00009a0786a46bb0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_WindowsCalculator_8wekyb3d8bbwe!App
0x00009a0786a46d40     14      0 R--r-d \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\OneDrive\21.150.0725.0001\FileCoAuthLib64.dll
0x00009a0786a471f0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge
0x00009a0786a476a0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_powershell_exe
0x00009a0786a47b50      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647
0x00009a0786a47ce0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_PowerShell_ISE_exe
0x00009a0786a47e70      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a0786a48320     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a48af0     11      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUIViewModels.dll
0x00009a0786a48c80  65534      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_powershell_exe
0x00009a0786a48e10  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_WindowsPowerShell_v1_0_powershell_exe
0x00009a0786a49130  32766      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\segoeuil.ttf
0x00009a0786a49450  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge
0x00009a0786a49770  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_msconfig_exe
0x00009a0786a49c20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a4a0d0  32647      1 ------ \Device\NamedPipe\wkssvc
0x00009a0786a4a580  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_notepad_exe
0x00009a0786a4a710     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\amsiproxy.dll
0x00009a0786a4abc0  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{F38BF404-1D43-42F2-9305-67DE0B28FC23}_regedit_exe
0x00009a0786a4b6b0  32663      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x00009a0786a4bb60  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_ControlPanel
0x00009a0786a4c330  65538      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_SecHealthUI_cw5n1h2txyewy!SecHealthUI
0x00009a0786a4c970      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a4d910      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.UI.CredDialogController.dll
0x00009a0786a4e590     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ulib.dll
0x00009a0786a4fe90     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a51790      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a54350  32766      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x00009a0786a56a60     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a56d80     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a58680     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a5e2b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a5f3e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a5f570  65534      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_Explorer
0x00009a0786a5f890  32787      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-UAC%4Operational.evtx
0x00009a0786a606a0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winnlsres.dll.mui
0x00009a0786a60e70     13      0 R--r-d \Device\HarddiskVolume2\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pae3498d9#\aa320cf4b3e3fa5226fb7c8958894695\Microsoft.PowerShell.Commands.Management.ni.dll
0x00009a0786a62db0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\mswsock.dll.mui
0x00009a0786a6db20      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\loadperf.dll
0x00009a0786a6de40      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MTFFuzzyDS.dll
0x00009a0786a700a0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a70d20  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\QuietHours.dll.mui
0x00009a0786a711d0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiprov.dll
0x00009a0786a714f0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a0786a71b30  32768      1 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2107.4-0\en-US\mpasdesc.dll.mui
0x00009a0786a71e50  32768      1 ------ \Device\NamedPipe\Sessions\1\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708
0x00009a0786a72300  65534      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}_WindowsPowerShell_v1_0_PowerShell_ISE_exe
0x00009a0786a72620  65550      2 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}_WindowsPowerShell_v1_0_powershell_exe
0x00009a0786a72940  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.storage.dll.mui
0x00009a0786a72ad0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\resources.pri
0x00009a0786a72c60  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a0786a740b0  32768      1 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2107.4-0\en-US\mpasdesc.dll.mui
0x00009a0786a77120  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\netmsg.dll.mui
0x00009a0786a80d60      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786a821b0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0786bb9690  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\Conhost.exe.mui
0x00009a0786bb9b40  32767      1 ------ \Device\DeviceApi\CMApi
0x00009a0786bb9e60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x00009a0786bba310      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\conhost.exe
0x00009a0786bba630  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a0786bbb440  32768      1 R--rw- \Device\HarddiskVolume2\Users\Jimmie
0x00009a0786bbb5d0  32768      1 ------ \Device\ConDrv\Reference
0x00009a0786bbb760  24830      1 ------ \Device\ConDrv\Connect
0x00009a0786bbbc10  32784      1 R--r-d \Device\HarddiskVolume2\Program Files\WindowsPowerShell\Modules\PSReadline\2.0.0\Microsoft.PowerShell.PSReadline.dll
